ProductID,ProductName,ProductBrand,BrandID,Price (USD),Description
10044875,Senorita Women Tan Brown One Toe Flats,Senorita,173,89.9,"A pair of beige one-toed flats, has regular styling, no back strap detailSynthetic leather upperCushioned footbedTextured and patterned outsole"
10050955,Soumya Pink Long Door Curtains,Soumya,105,13.1,Set content: Single Long Door curtainsColour: PinkPattern: Solid Long DoorLight blocking: RegularFitting: EyeletLining: Yes
10052691,Sonata Essentials Men White Analogue watch NL77084YM04,Sonata,168,15.99,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid rectangular metal dialFeatures: Reset Time, Date ApertureStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
10051351,ROMEE Blue Set of 2 Self Design Square Cushion Covers,ROMEE,58,59.4,Set content: 2 Cushion Covers Colour: Blue Shape: Square Pattern: Self Design Closure: Zip
10040095,Crunchy Fashion Women Silver-Plated Oxidised Adjustable Finger Ring,Crunchy Fashion,197,37.9,"Oxidised silver-plated adjustable finger ring, has intricate textured detailing"
10036283,ColorPlus Men Green Regular Fit Solid Regular Trousers,ColorPlus,51,10.49,"Green solid mid-rise trousers, button closure, and 4 pockets"
10063551,Harvard Men Black Loafers,Harvard,143,27.99,"A pair of round-toe black loafers, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
10059839,CODE by Lifestyle Men Blue & Grey Regular Fit Checked Casual Shirt,CODE by Lifestyle,166,94.9,"Blue and Grey checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10044057,Coolers Men Black Leather Fisherman Sandals,Coolers,189,14.99,A pair of black fisherman sandalsLeather upper with slip-on closureCushioned footbedPatterned leather outsole
10044469,TIMESMITH Women White Analogue Watch TSC-060,TIMESMITH,171,49.9,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Multi FunctionStrap style: Brown bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer"
10036553,ColorPlus Men Red Regular Fit Checked Casual Shirt,ColorPlus,51,94.4,"Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10062223,CHUTPUT Girls Navy Blue & Pink Self-Design A-Line Dress with Beanie Cap,CHUTPUT,174,11.7,"Navy Blue, pink and white self-design knitted A-line dress with bow detail, has a square neck, sleeveless, flared hemComes with a matching beanie cap"
10054349,Yuris Women Green & White Printed Straight Kurta,Yuris,169,68.7,"Green and white printed straight kurta with lace detail, has a mandarin collar, three-quarter bell sleeves, straight hem, and side slits"
10058463,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Roadster,38,12.99,"Blue medium wash 5-pocket mid-rise cropped jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10039423,Marks & Spencer Women Black Super Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Marks & Spencer,177,12.99,"Black dark wash 5-pocket mid-rise cropped jeans, clean look, light fade, button and zip closure and waistband with belt loops"
10060765,CODE Men Black Solid Super Slim-Fit Tuxedo Blazer,CODE by Lifestyle,166,19.99,"Black single-breasted tuxedo style blazer, has a notched lapel with satin piping, single-breasted with double button closures, long sleeves, three pockets on the front, the double vented hem on the back"
10052059,Titan Raga Espana Women Brown Analogue watch NL95051KM01,Titan,157,83.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Brown bracelet style, metal strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer"
10052033,Sonata Men Navy Blue Bracelet Style Straps Analogue Watch 7133KM02,Sonata,168,24.25,"Pack Contains: single watchDisplay: analogueMovement: quartzPower Source: batteryDial style: Navy blue solid round stainless steel dialFeatures: reset timeStrap Style: Silver toned and rose-gold toned, bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer"
10042679,Rajnandini Navy Blue & Beige Printed Unstitched Dress Material,Rajnandini,187,59.8,Navy Blue and beige printed unstitched dress materialNavy Blue and beige printed kurta fabricBeige and navy printed bottom fabricNavy Blue and beige printed dupattaDisclaimer: Images are for referral purposes only. The actual product is unstitched.
10043697,Cherry Crumble Girls Pink & Yellow Striped Sweater,Cherry Crumble,172,97.9,"Pink and Yellow striped sweater, has a round neck, long sleeves, and straight hem"
10052553,Titan Workwear Men White Analogue watch NL1802SM01,Titan,157,24.76,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, metal strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case"
10051023,Soumya White & Blue Single Long Door Curtain,Soumya,105,12.63,Set content: Single Long Door curtainsColour: White and BluePattern: Floral Long DoorLight blocking: RegularFitting: EyeletLining: No
10054573,Veni Vidi Vici Women Maroon Solid Bardot Crop Top,Veni Vidi Vici,165,51.6,"Maroon solid knitted bardot crop top with knot detail, has shoulder straps, and long sleeves"
10054051,ZHEIA Women Grey Solid Skinny Fit Jeggings,ZHEIA,226,67.1,"Grey solid jeggings, has a button and zip fly closure, two rear pockets"
10054297,Yuris Women Beige & Mustard Yellow Printed Flared Sharara,Yuris,169,62.8,"A pair of beige and mustard yellow printed woven flared sharara, opaque, has a partially elasticated waistband, 1 pocket, and zip closure"
10058397,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,18.99,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10036585,ColorPlus Men Rust Red & Navy Blue Regular Fit Checked Casual Shirt,ColorPlus,51,13.49,"Rust red and Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10050931,Soumya Multicoloured Single Door Curtain,Soumya,105,94.4,Set content: Single Door curtainColour: MulticolouredPattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No
10038919,Kraus Jeans Women Blue Skinny Fit Mid-Rise Ankle Length Stretchable Cropped Jeans K4050,Kraus Jeans,203,89.9,"Blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
10062299,CHUTPUT Girls Mustard Yellow & Green Solid A-Line Dress,CHUTPUT,174,89.9,"Mustard yellow and green solid knitted A-line dress with applique detail, has a tie-up neck, long sleeves, curved hem"
10036899,Chhabra 555 Green Checked Poly Georgette Saree,Chhabra 555,190,17.95,"Design Detail:Green checked saree, has an embroidered borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like"
10051043,Soumya White & Green Single Long Door Curtain,Soumya,105,10.66,Set content: Single Long Door curtainColour: White and GreenPattern: FloralLight blocking: RegularFitting: EyeletLining: No
1003778,Flying Machine Grey Melange Striped Sweater,Flying Machine,150,12.59,"Grey melange and navy striped sweater, has a round neck and long raglan sleeves"
10054593,Veni Vidi Vici Women Rust Brown Solid Top,Veni Vidi Vici,165,51.6,"Rust brown solid knitted regular top with cut out detail, has a high neck, sleeveless, and concealed zip closure"
10040389,HOME DECOR INDIA Set of 4 Red & Gold-Toned Napkin Holders,HOME DECOR INDIA,212,48.9,Set Content: 4 Napkin HoldersColour: Red and gold-tonedMaterial: MetalPattern: Printed
10052239,Sonata Reloaded Men Black Analogue watch 7924SM10,Sonata,168,12.99,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
10038769,Mali Fionna Women Silver-Toned Stone-Studded Adjustable Finger Ring,Mali Fionna,205,52.4, Silver-toned stone-studded flower-shaped adjustable finger ring 
10036325,ColorPlus Men Beige Regular Fit Solid Regular Trousers,ColorPlus,51,87.4,"Beige solid mid-rise trousers, button closure, and 4 pockets"
10058223,Roadster Women Blue Boyfriend Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,18.99,"Blue light wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10052689,Sonata Men White Analogue Watch 77031SL02,Sonata,168,15.25,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, CalendarStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
10040841,Besiva Women Pink Solid T-shirt with Shorts,Besiva,201,99.3,"This two-piece set consists of T-shirt and shortsPink solid T-shirt, has a round neck, short sleevesPink solid shorts, has a drawstring closure"
10050923,Soumya White & Blue Single Door Curtain,Soumya,105,90.9,Set content: Single Door curtainColour: White and BluePattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No
10062175,CHUTPUT Kids Peach-Coloured Self-Design Sweater,CHUTPUT,174,89.9,"Peach-Coloured self-design sweater, has a V-neck, sleeveless, button closure, and straight hem"
10045765,Liberty Women Black Solid T-Strap Flats,Liberty,194,80.9,"A pair of black open-toed flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole"
10058277,Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Roadster,38,57.4,"Black light wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops"
10051297,Tokyo Talkies Women Black & White Checked Basic Jumpsuit with Belt,Tokyo Talkies,24,12.99,"Black and white checked basic jumpsuit, has a round neck, sleeveless, concealed zip closure, two pocketsComes with a belt"
10051367,ROMEE Brown Set of 3 Self Design Square Cushion Covers,ROMEE,58,83.9,Set content: 3 Cushion Covers Colour: Brown Shape: Square Pattern: Self Design Closure: Zip
10039923,DODO & MOA Pink,DODO & MOA,179,37.09,"Pink solid basic jumpsuit, has a off-shoulder, long sleeves"
10039475,LA LOFT Women Off-White Floral Printed Shirt Style Top,LA LOFT,191,61.1,"Off-White and Blue printed woven shirt style  top, has a V-neck, short sleeves, and button closure"
10051359,ROMEE Green Set of 2 Lime Green Square Woven Design Cushion Covers,ROMEE,58,59.4,Set content: 2 Cushion CoversColour: Lime GreenShape: SquarePattern: Woven designClosure: Zip
1005514,Vero Moda Grey Panelled Washed Slim Jeans,Vero Moda,213,12.93,"A pair of grey 5-pocket low-rise panelled jeans, lightly washed, has a zip fly with a button closure and a waistband with belt loops"
10052449,Titan Workwear Men Blue Analogue watch NL1805SL02,Titan,157,42.36,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Blue regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case"
10062229,CHUTPUT Kids Blue & White Self-Design Sweater,CHUTPUT,174,89.9,"Blue and White self-design sweater, has a round neck, long sleeves, button closure, and ribbed hem"
10060313,CODE by Lifestyle Men Blue Slim Fit Printed Formal Shirt,CODE by Lifestyle,166,74.9,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
1003764,Flying Machine Navy Striped Sweater,Flying Machine,150,19.99,"Navy and white striped sweater, has a mock collar with a short button placket and long sleeves"
10036437,ColorPlus Men Yellow & White Tailored Fit Checked Casual Shirt,ColorPlus,51,10.34,"Yellow and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10036541,ColorPlus Men Blue Regular Fit Checked Casual Shirt,ColorPlus,51,13.49,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10046841,Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,12.99,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10052705,Fastrack Fundamentals Women Blue Analogue watch NL68010SM02,Fastrack,178,11.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case"
1004904,Arrow Sport Navy & White Checked Reversible Jacket,Arrow Sport,162,24.99,"Navy blue and white checked reversible jacketNavy blue woven outer, has a mock collar, long sleeves, a full zip closure on the front, two pockets, a ribbed hemWhite checked inner, has a mock collar, long sleeves, a full zip closure on the front, two pockets, a ribbed hem"
10052249,Sonata Men White Leather Textured Straps Analogue Watch 7134YL02,Sonata,168,20.49,"Pack Contains: single watchDisplay: analogueMovement: quartzPower Source: batteryDial style: white textured round stainless steel dialFeatures: reset time, date aperture Strap Style: Burgundy, croc textured, leather strap with a tangWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer"
10038489,Levis Men Blue 511 Slim Fit Mid-Rise Clean Look Stretchable Jeans,Levis,159,21.99,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a zip fly closure, and waistband with belt loops"
10052455,Titan Ceramics Men Black Analogue watch NL90089KD01,Titan,157,107.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Black bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
10052163,Fastrack Metal Digitals Men Grey Analogue and Digital watch NL38034SL03,Fastrack,178,26.36,"Display: Analogue and DigitalMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Multi Function, Reset Time, LED BacklightStrap style: Black regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
10039787,Camey Girls White & Pink Printed Top with Trousers,Camey,216,97.9,"This clothing set consists of top and trousersWhite and pink printed top, has a round neck, short sleevesPink solid trousers, has a slip-on closure, 2 pockets"
10063269,LA LOFT Black & Grey Self-Design Tunic,LA LOFT,191,74.7,"Black and grey self-design Tunic, has a round neck, sleeveless, Lace Inserts detail, and button closure"
10044639,RICHARD PARKER by Pantaloons Men Blue & Off-White Slim Fit Printed Casual Shirt,RICHARD PARKER by Pantaloons,204,51.9,"Blue and Off-white printed casual shirt, has a spread collar, long sleeves, button placket, and straight hem"
10050249,Park Avenue Men Black Solid Regular-Fit Single-Breasted Blazer,Park Avenue,37,42.74,"Black solid regular-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem."
10054497,Veni Vidi Vici Women Green Solid Fitted Crop Top,Veni Vidi Vici,165,46.8,"Green solid knitted fitted crop top, has shoulder straps, sleeveless, and ruching detail with drawstring"
10063523,Red Tape Men Brown Leather Formal Derbys,Red Tape,163,14.48,"A pair of brown square-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured PVC outsole,Warranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer"
10063529,Red Tape Men Black Leather Semiformal Slip-Ons,Red Tape,163,32.46,"A pair of black round-toed semiformal slip-on shoes, has elasticated gussets on both sidesLeather upper, has a textured detailCushioned footbedTextured TPR outsoleWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer"
10050417,IMYOUNG Men Orange & Blue Slim Fit Checked Casual Shirt,IMYOUNG,195,12.99,"Orange and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10052227,Fastrack Loopholes Men Blue Analogue watch NL3124SM03,Fastrack,178,19.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
10051225,Soumya Lime Green Solid Single Door Curtain,Soumya,105,71.2,Set content: Single Door curtainColour: Lime greenPattern: SolidLight blocking: RegularFitting: EyeletLining: No
10043649,Cherry Crumble Kids Blue & White Striped Hooded Sweater,Cherry Crumble,172,92.7,"Blue, White and pink striped sweater, has a hood, long sleeves, 1 kangaroo pocket, and ribbed hem"
10052183,Titan Women Blue Analogue Watch 95062WD03,Titan,157,83.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
10052467,Sonata Utsav Men White Analogue watch NL7954YM05,Sonata,168,16.25,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
10039965,berrytree Unisex Green Solid Organic Cotton Polo Collar  Sustainable T-shirt,berrytree,77,49.9,"Green solid Sustainable T-shirt, has a polo collar, and long sleeves"
10063541,Red Tape Men Brown Leather Formal Derbys,Red Tape,163,14.23,"A pair of brown square-toed formal derbys, has central lace-upsLeather upper, has a textured detailCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer"
10060217,CODE by Lifestyle Men Lime Green Regular Fit Solid Formal Shirt,CODE by Lifestyle,166,74.9,"Lime Green solid formal shirt, has a mandarin collar, long sleeves, button placket, and curved hem"
10050975,Soumya Beige Single Long Door Curtain,Soumya,105,12.39,Set content: Single Long Door curtainColour: BeigePattern: AbstractLight blocking: RegularFitting: EyeletLining: No
10059993,CODE by Lifestyle Men Pink & White Regular Fit Checked Casual Shirt,CODE by Lifestyle,166,84.9,"Pink and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
1003775,Flying Machine Navy & Red Striped Sweater,Flying Machine,150,94.9,"Navy and red striped sweater, has a V-neck and long sleeves"
10052743,Titan Octane Men Grey Analogue watch 90109KP01,Titan,157,65.56,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Grey regular, silicon strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
10038945,Sergio Tacchini Men Red Sneakers,Sergio Tacchini,183,39.99,"A pair of round-toe red sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
10036599,ColorPlus Men Blue Tailored Fit Printed Formal Shirt,ColorPlus,51,11.24,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
10046873,Roadster Men Blue Skinny Fit Low-Rise Low Distress Stretchable Jeans,Roadster,38,89.9,"Blue light wash 5-pocket low-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops"
10053875,Miss Chase Women Blue Slim Fit High-Rise Clean Look Jeans,Miss Chase,222,11.99,"Blue medium wash 5-pocket high-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10039711,trueBrowns Women Beige Woven Design A-Line Kurta,trueBrowns,199,18.39,"Beige woven design A-line kurta, has a V-neck, three-quarter sleeves, flared hem, and front slit"
10060167,CODE by Lifestyle Men Navy Blue Slim Fit Printed Formal Shirt,CODE by Lifestyle,166,74.9,"Navy Blue printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10037089,Shaily Yellow Embroidered Pure Crepe Saree,Shaily,181,15.07,"Design Detail:Yellow embroidered saree and has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeFabric:Crepe fabric features a granular surface due to the type of yarn it is woven with. It has a flowy drape and has a shiny appearance."
10046871,Roadster Men Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,12.99,"Black medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10058547,Roadster Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,57.4,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10051021,Soumya Multicoloured Single Long Door Curtain,Soumya,105,10.79,Set content: Single Long Door curtainColour: MulticolouredPattern: GeometricLight blocking: RegularFitting: EyeletLining: No
10050949,Soumya Blue Single Long Door Curtain,Soumya,105,12.39,Set content: Single long door curtainColour: BluePattern: SolidLight blocking: RegularFitting: EyeletLining: No
10058347,Roadster Women Charcoal Grey Skinny Fit High-Rise Clean Look Stretchable Jeans,Roadster,38,18.99,"Charcoal grey medium wash 5-pocket High-Rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10044683,Respiro Men Brown Leather Formal Derbys,Respiro,198,68.3,"A pair of brown pointed-toed formal derbys, has central lace-upsSynthetic leather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 1 month against manufacturing defectsWarranty provided by brand/manufacturer."
10062439,Miss Chase Women Yellow Butterfly Print Top,Miss Chase,222,71.9,"Yellow printed woven regular  top, has a keyhole neck, sleeveless, and button closure"
10048055,SPYKAR Women Navy Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Jeans,SPYKAR,3,10.49,"Navy blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
10046829,Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,59.9,"Blue medium wash 5-pocket mid-rise jeans, clean look, has a button and zip closure, and waistband with belt loops"
10052209,Sonata Sleek Men White Analogue watch 7128SL03,Sonata,168,16.99,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
10058233,Roadster Women Black Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,38,12.99,"Black dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops"
10036591,ColorPlus Men Yellow & Blue Tailored Fit Checked Casual Shirt,ColorPlus,51,12.14,"Yellow and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
10052677,Titan Men White Analogue Watch 90100WL01,Titan,157,71.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
10052131,Titan Neo Men White Analogue watch 1729SM04,Titan,157,22.36,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
10051987,Fastrack Loopholes Men Charcoal Analogue watch NL3169NM01,Fastrack,178,47.96,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black bracelet style, stainless steel strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
10054517,Veni Vidi Vici Women Olive Green Solid Fitted Crop Top,Veni Vidi Vici,165,46.8,"Olive Green solid knitted fitted crop top with cut-out detail, has a scoop neck, long sleeves, and ruching detail with drawstring"
10047999,Marks & Spencer Women Black & White Slim Fit Printed Regular Cropped Trousers,Marks & Spencer,177,91.9,"Black and white printed mid-rise knitted cropped trousers, has a waistband with belt loops, hook and bar closure, zip fly, and two pockets"
10036431,ColorPlus Men Green Regular Fit Solid Formal Trousers,ColorPlus,51,99.9,"Green solid mid-rise trousers, button closure, and 4 pocketsDisclaimer: The stylist has paired this pair of trousers with a belt. This pair of trousers does not come with a belt."
10045877,Chhabra 555 Blue Poly Georgette Dyed Leheriya Saree,Chhabra 555,190,89.5,"Design Detail:Blue leheriya  dyed saree and has a zari border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Leheriya sarees originated from the state of Rajasthan, India. The cloth is tied and folded in such a manner that when opened post-dyeing, there is a striped pattern created on the cloth with color on every alternate stripe.Pattern Detail:Bandhani is an art that involves dyeing a fabric tied tightly with a thread at several points, producing a variety of patterns."
10053735,Cottinfab Women Pink & Black Printed Layered Playsuit,Cottinfab,192,66.4,"Pink and black printed layered playsuit with waist tie-ups, has a round neck, short sleeves, two pockets, concealed zip closure"
10051371,ROMEE Blue Set of 3 Geometric Square Cushion Covers,ROMEE,58,19.99,Set content: 3 Cushion Covers Colour: Blue Shape: Square Pattern: Geometric Closure: Zip
10054531,Veni Vidi Vici Women Navy Blue Striped Fitted Crop Top,Veni Vidi Vici,165,46.8,"Navy Blue and White striped knitted fitted crop top, has an v-neck, and short sleeves"
1003773,Flying Machine Charcoal Grey Sweater,Flying Machine,150,94.9,"Charcoal grey sweater with melange effect, has a V-neck and long sleeves with elbow patches"
10051061,Soumya White & Green Printed Single Door Curtain,Soumya,105,10.7,Set content: Single Door curtainsColour: Green and WhitePattern: Floral DoorLight blocking: RegularFitting: EyeletLining: No
10056427,Fame Forever by Lifestyle Men Black Printed Polo Collar T-shirt,Fame Forever by Lifestyle,167,44.9,"Black and Grey printed T-shirt, has a polo collar, and short sleeves"
10036593,ColorPlus Men Pink Tailored Fit Self Design Semiformal Shirt,ColorPlus,51,11.99,"Pink self-design semiformal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
10054427,Veni Vidi Vici Women Red Solid Fitted Crop Top,Veni Vidi Vici,165,46.8,"Red solid knitted fitted crop top with cut-out detail, has a scoop neck, long sleeves, and ruching detail with drawstring"
10052641,Zoop Unisex Kids Grey Digital Watch 16007PP01,Zoop,158,99.5,"Display: DigitalMovement: ElectronicPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Black regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case"
10063693,Metro Women Gold-Toned Solid Mules,Metro,176,19.9,"This model is wearing heels from our stylist's collection, see the image for a mock-up of what the actual heels would look like"
10052069,Sonata Reloaded Men Black Analogue watch 7924SL11,Sonata,168,12.99,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
10048033,SPYKAR Women Navy Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,SPYKAR,3,87.9,"Navy blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
10054579,Veni Vidi Vici Women Pink Self Design Fitted Crop Top,Veni Vidi Vici,165,46.8,"Pink self-design knitted fitted crop top, has shoulder straps, sleeveless, and ruching detail with drawstring"
10053689,Alcis Men Charcoal Grey Solid Slim Fit Training Track Pants,Alcis,21,89.9,"Charcoal grey solid woven training track pant, has elasticated waistband, three pockets"
10056475,Fame Forever by Lifestyle Men Navy Blue & White Striped Polo Collar T-shirt,Fame Forever by Lifestyle,167,44.9,"Navy Blue and White striped T-shirt, has a polo collar, and short sleeves"
